סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
0 ,לא רשום ,0 ,לא ידוע ,0 , ,0 , ,31572 ,5303 ,2754 ,1323 ,558 ,644 ,20990
7 ,שחר ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,763 ,53 ,192 ,249 ,91 ,83 ,95
10 ,תירוש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,444 ,34 ,70 ,163 ,50 ,57 ,70
11 ,ניר ח"ן ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,622 ,33 ,139 ,195 ,82 ,58 ,115
13 ,חצבה ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,802 ,46 ,210 ,238 ,114 ,42 ,152
15 ,נועם ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,455 ,30 ,103 ,157 ,59 ,42 ,64
16 ,בית ניר ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,708 ,23 ,180 ,220 ,126 ,73 ,86
18 ,שדה משה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,665 ,54 ,182 ,211 ,88 ,37 ,93
21 ,באר אורה ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,1268 ,58 ,423 ,392 ,265 ,76 ,54
22 ,מקווה ישראל ,53 ,חולון ,53 ,חולון ,0 , ,210 ,20 ,33 ,82 ,30 ,15 ,30
23 ,אמציה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,226 ,20 ,50 ,80 ,24 ,16 ,36
24 ,לכיש ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,891 ,58 ,187 ,304 ,126 ,109 ,107
26 ,ראש פינה ,21 ,צפת ,21 ,צפת ,0 , ,3475 ,193 ,684 ,1158 ,463 ,337 ,640
27 ,שדות מיכה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,374 ,25 ,82 ,125 ,42 ,40 ,60
28 ,מזכרת בתיה ,44 ,רחובות ,44 ,רחובות ,0 , ,17385 ,1061 ,4649 ,5688 ,2623 ,1404 ,1960
29 ,יסוד המעלה ,21 ,צפת ,21 ,צפת ,0 , ,1841 ,117 ,334 ,659 ,251 ,195 ,285
31 ,אופקים ,62 ,באר שבע ,62 ,באר שבע ,0 , ,39844 ,5270 ,9658 ,14716 ,3358 ,2739 ,4103
32 ,עוצם ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,692 ,63 ,161 ,242 ,68 ,80 ,78
33 ,בת שלמה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,657 ,39 ,157 ,219 ,93 ,59 ,90
35 ,גדות ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,575 ,45 ,122 ,178 ,65 ,46 ,119
36 ,שדה דוד ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,717 ,56 ,200 ,244 ,84 ,45 ,88
37 ,איתן ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,730 ,108 ,188 ,269 ,51 ,47 ,67
38 ,כרי דשא ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1 ,0 ,0 ,0 ,0 ,0 ,1
39 ,גפן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,389 ,35 ,93 ,124 ,44 ,38 ,55
41 ,אליכין ,41 ,השרון ,32 ,חדרה ,0 , ,3698 ,261 ,746 ,1279 ,427 ,432 ,553
43 ,מטולה ,21 ,צפת ,21 ,צפת ,0 , ,2265 ,116 ,246 ,1173 ,214 ,188 ,328
44 ,זוהר ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,353 ,14 ,92 ,125 ,30 ,24 ,68
46 ,יבנאל ,22 ,כנרת ,22 ,טבריה ,0 , ,4875 ,545 ,1517 ,1597 ,409 ,338 ,469
47 ,כפר תבור ,22 ,כנרת ,22 ,טבריה ,0 , ,4917 ,281 ,1156 ,1550 ,675 ,494 ,761
48 ,מנחמיה ,22 ,כנרת ,22 ,טבריה ,7 ,עמק המעיינות ,1274 ,82 ,225 ,433 ,147 ,121 ,266
49 ,אילניה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,591 ,24 ,96 ,215 ,84 ,81 ,91
52 ,לוזית ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,885 ,63 ,276 ,277 ,140 ,65 ,64
53 ,עתלית ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,11419 ,1058 ,3107 ,3723 ,1473 ,688 ,1370
55 ,נוגה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,590 ,39 ,125 ,181 ,89 ,50 ,106
57 ,כנרת )קבוצה( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,886 ,47 ,167 ,280 ,123 ,89 ,180
58 ,מצפה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,145 ,9 ,16 ,45 ,14 ,19 ,42
59 ,נחושה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1563 ,91 ,569 ,535 ,256 ,58 ,54
62 ,דגניה א' ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,699 ,40 ,117 ,231 ,86 ,58 ,167
63 ,כנרת )מושבה( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,701 ,48 ,85 ,252 ,93 ,74 ,149
64 ,יד רמב"ם ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1211 ,101 ,244 ,416 ,152 ,110 ,188
65 ,מגדל ,22 ,כנרת ,22 ,טבריה ,0 , ,2198 ,172 ,483 ,766 ,234 ,230 ,313
66 ,מרחביה )קיבוץ( ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1454 ,86 ,358 ,443 ,230 ,97 ,240
67 ,אור הנר ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,1079 ,88 ,255 ,395 ,147 ,62 ,132
69 ,ניר עוז ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,423 ,25 ,97 ,148 ,37 ,34 ,82
70 ,אשדוד ,61 ,אשקלון ,69 ,אשדוד ,0 , ,257394 ,20231 ,51474 ,83429 ,30300 ,23940 ,48020
71 ,אשבול ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,718 ,50 ,209 ,231 ,102 ,54 ,72
72 ,גן שמואל ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1254 ,92 ,234 ,345 ,187 ,97 ,299
74 ,עין הוד ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,711 ,42 ,131 ,206 ,107 ,94 ,131
76 ,כפר גלעדי ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,869 ,41 ,131 ,323 ,118 ,71 ,185
77 ,איילת השחר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1158 ,64 ,240 ,331 ,177 ,99 ,247
78 ,קרית ענבים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,450 ,25 ,95 ,132 ,63 ,52 ,83
79 ,דגניה ב' ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,843 ,52 ,164 ,260 ,127 ,86 ,154
80 ,נהלל ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1362 ,137 ,325 ,465 ,158 ,91 ,186
82 ,עין חרוד )מאוחד( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,987 ,65 ,196 ,279 ,150 ,75 ,222
84 ,תל יוסף ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,602 ,48 ,160 ,157 ,88 ,37 ,112
85 ,כפר יחזקאל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1205 ,108 ,305 ,386 ,193 ,59 ,154
86 ,גבע ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,693 ,32 ,123 ,226 ,72 ,73 ,167
88 ,כרם בן שמן ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,105 ,8 ,29 ,22 ,15 ,6 ,25
89 ,עין חרוד )איחוד( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,725 ,32 ,138 ,195 ,90 ,80 ,190
90 ,חפצי-בה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,912 ,45 ,231 ,261 ,136 ,64 ,175
92 ,גיניגר ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,829 ,40 ,184 ,239 ,125 ,74 ,167
94 ,בלפוריה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,623 ,54 ,150 ,197 ,89 ,40 ,93
95 ,בית אלפא ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1357 ,119 ,288 ,493 ,127 ,98 ,232
96 ,יגור ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,1907 ,119 ,351 ,665 ,278 ,137 ,357
97 ,מרחביה )מושב( ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,781 ,53 ,135 ,270 ,94 ,98 ,131
98 ,כפר מל"ל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,355 ,22 ,59 ,98 ,51 ,38 ,87
99 ,מצפה רמון ,62 ,באר שבע ,62 ,באר שבע ,0 , ,5805 ,628 ,1177 ,2339 ,550 ,422 ,689
102 ,מאיר שפיה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,145 ,3 ,29 ,60 ,18 ,7 ,28
103 ,תל עדשים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1352 ,80 ,362 ,420 ,238 ,113 ,139
104 ,מזרע ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,997 ,68 ,200 ,277 ,121 ,94 ,237
106 ,כפר גדעון ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,362 ,39 ,102 ,126 ,37 ,13 ,45
107 ,כפר סילבר ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,121 ,9 ,16 ,47 ,30 ,10 ,9
112 ,כפר חסידים א' ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,817 ,62 ,202 ,266 ,91 ,58 ,138
113 ,אדירים ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,348 ,21 ,71 ,121 ,54 ,32 ,49
115 ,חופית ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1030 ,54 ,198 ,308 ,149 ,115 ,206
122 ,רמת ישי ,23 ,עפולה ,23 ,עפולה ,0 , ,8448 ,514 ,1795 ,2806 ,1120 ,730 ,1483
126 ,שריד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1168 ,46 ,266 ,303 ,185 ,99 ,269
127 ,רמת רחל ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,567 ,44 ,133 ,165 ,84 ,46 ,95
128 ,גת רימון ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,254 ,14 ,52 ,74 ,42 ,13 ,59
130 ,משמר העמק ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1419 ,86 ,255 ,421 ,219 ,142 ,296
132 ,כפר ברוך ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,759 ,66 ,247 ,215 ,124 ,28 ,79
133 ,גבת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1080 ,83 ,254 ,282 ,177 ,62 ,222
134 ,יפעת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1327 ,72 ,318 ,387 ,218 ,95 ,237
135 ,רמת דוד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,711 ,49 ,193 ,219 ,106 ,34 ,110
139 ,עין שמר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,983 ,70 ,209 ,317 ,107 ,70 ,210
140 ,כפר יהושע ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1283 ,87 ,287 ,411 ,185 ,143 ,170
141 ,ברק ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,393 ,29 ,62 ,133 ,48 ,37 ,84
142 ,שדה יעקב ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1098 ,76 ,320 ,362 ,138 ,64 ,138
143 ,בית זרע ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,817 ,49 ,138 ,276 ,101 ,53 ,200
144 ,גן שלמה ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,644 ,46 ,163 ,189 ,89 ,41 ,116
145 ,גדיש ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,383 ,28 ,65 ,135 ,47 ,59 ,49
146 ,דבורה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,347 ,35 ,72 ,100 ,39 ,33 ,68
147 ,גבעת ברנר ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,2764 ,117 ,605 ,755 ,539 ,232 ,516
154 ,תל מונד ,41 ,השרון ,41 ,נתניה ,0 , ,15659 ,978 ,3903 ,5107 ,2469 ,1586 ,1616
155 ,באר טוביה ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1298 ,75 ,363 ,386 ,203 ,111 ,160
156 ,עיינות ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,274 ,19 ,20 ,211 ,10 ,7 ,7
157 ,עין ורד ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1651 ,80 ,392 ,506 ,288 ,156 ,229
158 ,נען ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2013 ,144 ,463 ,626 ,304 ,122 ,354
159 ,בית חנן ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,656 ,46 ,106 ,189 ,102 ,69 ,144
160 ,חולדה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1238 ,77 ,418 ,316 ,243 ,60 ,124
162 ,חירות ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1360 ,52 ,316 ,425 ,224 ,162 ,181
163 ,תימורים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,822 ,58 ,131 ,276 ,103 ,117 ,137
164 ,מלאה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,376 ,29 ,78 ,131 ,49 ,26 ,63
165 ,ניר יפה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,724 ,47 ,191 ,228 ,138 ,29 ,91
166 ,גן יבנה ,44 ,רחובות ,44 ,רחובות ,0 , ,25661 ,1564 ,5951 ,9130 ,3922 ,2551 ,2543
167 ,עין החורש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1011 ,50 ,219 ,280 ,158 ,66 ,238
168 ,כפר יונה ,41 ,השרון ,41 ,נתניה ,0 , ,29890 ,2624 ,7045 ,10376 ,4117 ,2252 ,3476
170 ,כפר יעבץ ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,736 ,73 ,171 ,255 ,85 ,71 ,81
171 ,פרדסיה ,41 ,השרון ,41 ,נתניה ,0 , ,8346 ,636 ,1883 ,2816 ,1002 ,766 ,1243
173 ,גבעת חיים )מאוחד( ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1288 ,76 ,251 ,378 ,207 ,94 ,282
174 ,נטעים ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,788 ,43 ,141 ,266 ,125 ,103 ,110
175 ,אביחיל ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1388 ,83 ,309 ,399 ,197 ,127 ,273
176 ,אפיקים ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1412 ,66 ,246 ,405 ,209 ,123 ,363
177 ,כפר ביל"ו ,44 ,רחובות ,44 ,רחובות ,30 ,גזר ,1187 ,84 ,246 ,368 ,144 ,138 ,207
178 ,רמת יוחנן ,31 ,חיפה ,27 ,קריות ,12 ,זבולון ,1280 ,104 ,249 ,468 ,133 ,107 ,219
182 ,אבן יהודה ,41 ,השרון ,41 ,נתניה ,0 , ,15446 ,761 ,3860 ,4597 ,2580 ,1275 ,2373
183 ,ירקונה ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,376 ,18 ,53 ,129 ,58 ,54 ,64
184 ,רמת הכובש ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1122 ,78 ,261 ,306 ,172 ,58 ,247
186 ,נעורים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,215 ,11 ,39 ,80 ,23 ,26 ,36
187 ,כפר הס ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1481 ,79 ,322 ,472 ,224 ,202 ,182
188 ,אשדות יעקב )מאוחד( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,897 ,51 ,207 ,277 ,122 ,62 ,178
189 ,כפר פינס ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,702 ,100 ,197 ,221 ,51 ,39 ,94
190 ,כפר ויתקין ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,2000 ,120 ,410 ,667 ,296 ,215 ,292
191 ,הדר עם ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,824 ,36 ,231 ,230 ,142 ,77 ,108
192 ,כפר החורש ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,783 ,75 ,199 ,237 ,92 ,42 ,138
193 ,כפר חיים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,603 ,36 ,125 ,171 ,98 ,50 ,123
194 ,משמר השרון ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,816 ,56 ,192 ,254 ,92 ,65 ,157
195 ,קדימה-צורן ,41 ,השרון ,41 ,נתניה ,0 , ,23706 ,1427 ,5647 ,7868 ,3555 ,2599 ,2610
196 ,גיבתון ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,412 ,23 ,94 ,105 ,69 ,28 ,93
197 ,מעברות ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1083 ,64 ,217 ,305 ,145 ,94 ,258
198 ,צופית ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1115 ,47 ,258 ,292 ,204 ,131 ,183
199 ,אשדות יעקב )איחוד( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1031 ,64 ,259 ,314 ,171 ,69 ,154
200 ,בית ינאי ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,433 ,18 ,85 ,117 ,67 ,54 ,92
202 ,בית עובד ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,340 ,21 ,62 ,97 ,53 ,29 ,78
204 ,אלישיב ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,701 ,39 ,165 ,216 ,108 ,54 ,119
205 ,חגלה ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,804 ,39 ,204 ,239 ,162 ,83 ,77
206 ,רמות השבים ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1687 ,121 ,338 ,519 ,231 ,178 ,300
207 ,גבעת ח"ן ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,409 ,25 ,90 ,118 ,49 ,30 ,97
208 ,מוצא עילית ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1659 ,93 ,297 ,464 ,200 ,179 ,426
212 ,בית צבי ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,106 ,21 ,26 ,53 ,1 ,1 ,4
213 ,משמרות ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1350 ,80 ,495 ,360 ,260 ,61 ,94
217 ,כפר הרא"ה ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,1267 ,116 ,365 ,399 ,149 ,73 ,165
218 ,גני עם ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,254 ,12 ,29 ,68 ,31 ,37 ,77
219 ,חיבת ציון ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,926 ,85 ,250 ,307 ,116 ,59 ,109
220 ,כפר ביאליק ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,627 ,35 ,135 ,181 ,94 ,43 ,139
223 ,עין עירון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,570 ,38 ,113 ,196 ,85 ,53 ,85
224 ,שושנת העמקים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,581 ,39 ,107 ,187 ,76 ,59 ,113
225 ,גן השומרון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,909 ,60 ,185 ,286 ,135 ,86 ,157
229 ,גני תקווה ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,25848 ,2068 ,6108 ,7910 ,3520 ,1890 ,4352
230 ,מעש ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,944 ,65 ,201 ,262 ,141 ,74 ,201
232 ,שפיים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1543 ,117 ,316 ,489 ,224 ,123 ,274
233 ,כפר ידידיה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,748 ,31 ,190 ,199 ,146 ,55 ,127
234 ,ביצרון ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1220 ,67 ,281 ,371 ,186 ,110 ,205
235 ,חבצלת השרון ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,452 ,14 ,87 ,110 ,76 ,47 ,118
237 ,שער העמקים ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,812 ,56 ,171 ,217 ,109 ,72 ,187
239 ,גן חיים ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,725 ,40 ,150 ,217 ,103 ,79 ,136
240 ,יקנעם עילית ,23 ,עפולה ,23 ,עפולה ,0 , ,27317 ,1742 ,5602 ,9597 ,4003 ,2531 ,3842
241 ,יקנעם )מושבה( ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1466 ,111 ,315 ,435 ,210 ,104 ,291
242 ,בית השיטה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1551 ,77 ,360 ,396 ,261 ,139 ,318
246 ,נתיבות ,62 ,באר שבע ,62 ,באר שבע ,0 , ,53556 ,7936 ,14023 ,20858 ,4112 ,2883 ,3744
247 ,רשפון ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1346 ,103 ,326 ,390 ,214 ,123 ,190
248 ,בית שערים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,755 ,45 ,203 ,208 ,121 ,48 ,130
249 ,כפר סירקין ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1480 ,77 ,389 ,402 ,266 ,135 ,211
250 ,הזורע ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1305 ,76 ,194 ,394 ,164 ,99 ,378
252 ,ביתן אהרן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,341 ,14 ,43 ,68 ,30 ,19 ,167
253 ,חולתה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,832 ,88 ,220 ,281 ,86 ,45 ,112
254 ,כפר המכבי ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,472 ,40 ,94 ,149 ,52 ,38 ,99
255 ,כפר חיטים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,709 ,31 ,141 ,239 ,120 ,76 ,102
256 ,ניר דוד )תל עמל( ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,952 ,61 ,214 ,274 ,141 ,69 ,193
257 ,נופך ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,622 ,67 ,142 ,219 ,66 ,56 ,72
259 ,שדה נחום ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,1195 ,92 ,332 ,387 ,208 ,79 ,97
262 ,גינוסר ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,797 ,42 ,147 ,224 ,111 ,58 ,215
263 ,מסדה ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,408 ,30 ,72 ,152 ,39 ,34 ,81
264 ,שער הגולן ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,627 ,18 ,101 ,179 ,89 ,52 ,188
265 ,בית יוסף ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,501 ,43 ,86 ,190 ,52 ,55 ,75
267 ,כפר שמריהו ,51 ,תל אביב ,57 ,הרצליה ,0 , ,2568 ,107 ,444 ,697 ,337 ,286 ,697
268 ,טירת צבי ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,1047 ,104 ,339 ,342 ,101 ,32 ,129
269 ,מולדת ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1233 ,51 ,285 ,440 ,196 ,103 ,158
270 ,עין השופט ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1267 ,43 ,208 ,423 ,162 ,97 ,334
272 ,מעוז חיים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,645 ,36 ,105 ,252 ,71 ,51 ,130
273 ,עין גב ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,654 ,47 ,117 ,212 ,71 ,54 ,153
274 ,כפר מנחם ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1470 ,65 ,404 ,390 ,320 ,117 ,174
276 ,צור משה ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2817 ,144 ,685 ,879 ,573 ,278 ,258
278 ,אושה ,31 ,חיפה ,27 ,קריות ,12 ,זבולון ,641 ,55 ,150 ,195 ,77 ,53 ,111
280 ,חניתה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1025 ,49 ,211 ,292 ,165 ,90 ,218
281 ,פקיעין חדשה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,567 ,68 ,131 ,211 ,58 ,55 ,44
282 ,שבי ציון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1472 ,99 ,367 ,443 ,256 ,92 ,215
284 ,שדה ורבורג ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1397 ,71 ,310 ,415 ,253 ,134 ,214
285 ,אלונים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,812 ,76 ,159 ,252 ,77 ,60 ,188
286 ,מעלה החמישה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,984 ,72 ,288 ,266 ,151 ,62 ,145
287 ,תל יצחק ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,899 ,50 ,127 ,153 ,76 ,47 ,446
288 ,בית יהושע ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1156 ,74 ,277 ,374 ,191 ,87 ,153
289 ,עין המפרץ ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1003 ,56 ,188 ,283 ,147 ,82 ,247
290 ,מעין צבי ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,960 ,55 ,179 ,251 ,131 ,89 ,255
292 ,שרונה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,670 ,25 ,193 ,187 ,109 ,44 ,112
293 ,שדה יואב ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,682 ,50 ,205 ,217 ,88 ,50 ,72
